time,kb,zos,salinity,water_temp,wind_direction,wind_speed,peace_discharge,peace_TN,peace_TP
12/7/2020,3270000,-0.016736767,36.3,26.3,113,12.9,936,1.387,0.78
12/14/2020,7699414,-0.046212189,37.4,26.8,341,11,862,2.022,0.806
12/21/2020,5463187,-0.040895925,36.6,26.9,2,12.5,728,1.91,0.885
12/28/2020,1764941,-0.041605447,37.2,26.2,64,17.4,828,1.823333333,1.053333333
1/4/2021,5324838,-0.054270865,37,26.5,129,14.6,828,1.736666667,1.221666667
1/11/2021,5102720,-0.055473682,35.8,25.9,2,11.1,657,1.65,1.39
1/18/2021,1228655,-0.072202924,35.5,26.4,295,13.5,445,1.794,1.1445
1/25/2021,1118592,-0.071834511,37,26.6,158,8.9,375,1.938,0.899
2/1/2021,1680896,-0.066176934,35.7,26.9,164,13.8,310,1.859,0.869
2/8/2021,163333,-0.06383248,36.2,23.2,148,13.2,425,1.78,0.839
2/15/2021,491333,-0.061913532,44,22.7,108,7.4,649,1.785,0.7945
2/22/2021,958181,-0.0486248,36,25.43703704,118.7857143,12.45714286,949,1.79,0.75
3/1/2021,432863,-0.057467651,36,25.67142857,134.8965517,12.28275862,946,1.069,0.464
3/8/2021,428626,-0.052789919,37.2,25.62857143,132.7241379,13.73448276,741,1.712,1.65
3/15/2021,5916333,-0.033010038,36.7,25.72142857,144.0689655,13.18965517,449,1.8125,1.2585
3/22/2021,307481,-0.031058333,38.2,26.01785714,119.2068966,12.37931034,270,1.913,0.867
3/29/2021,2087731,-0.038109566,37,26.13928571,126.1724138,12.6137931,206,1.9365,0.9635
4/5/2021,106667,-0.043661228,37.7,26.38148148,112.3928571,12.70714286,149,1.96,1.06
4/12/2021,1506803,-0.038655467,36,26.41538462,123.0714286,12.13928571,140,1.367,0.982
4/19/2021,4113758,-0.015453471,37,25.4,42,8.3,237,1.8495,1.011
4/26/2021,6893933,-0.006713273,38,26.1,57,10,1030,2.332,1.04
5/3/2021,4673769,-0.011662762,38,26.6,88,8.3,356,2.4005,1.355
5/10/2021,1722918,-0.028679184,39,30.4,118,7.7,138,2.469,1.67
5/17/2021,1653882,-0.035469308,36.8,27.9,88,9.4,91.3,3.5195,1.46
5/24/2021,1395744,-0.010274489,37,27.7,105,13.1,70.8,4.57,1.25
5/31/2021,61667,-0.024797691,37.6,30.9,110,7.7,64.5,3.28,1.18
6/7/2021,8333,-0.00945787,36.32,29.2,94,8.4,261,1.99,1.11
6/14/2021,5000,-0.007503441,39,31.1,101,8.3,142,1.827,0.98
6/21/2021,310372,-0.007797716,37,29.4,145,11.8,121,1.6385,0.8425
6/28/2021,31000,-0.018034077,30.2,29.3,77,12.7,530,1.45,0.705
7/5/2021,86667,-0.016771173,36,29.6,105,9.8,2020,2.4,0.71
7/12/2021,48000,-0.002628905,36,29.8,111,9.5,4580,2.434,0.945
7/19/2021,11000,0.013263557,36,30.2,104,8.5,3910,2.468,1.18
7/26/2021,2188102,0.017960089,36,31.9,187,8.9,1670,1.83,0.997
8/2/2021,862000,0.025579375,37,32.9,241,6.7,1600,1.913,0.715
8/9/2021,410000,0.039382816,36.2,33.8,64,11.1,1390,1.763,0.762
8/16/2021,1000000,0.044068828,37,30.6,83,11.2,1400,1.613,0.809
8/23/2021,41700000,0.054675956,36.4,31.2,80,8.4,1210,1.815,0.773
8/30/2021,934899,0.056242096,46.604,31.2,108,19.4,1200,1.613,0.545
9/6/2021,5094333,0.054964607,35,30.1,198,10.9,1440,1.4465,0.8625
9/13/2021,2975016,0.061528339,39.37,30.6,86,13.5,1510,1.28,1.18
9/20/2021,43333,0.061744676,35,30.9,150,9.6,3090,2.324,0.975
9/27/2021,3160000,0.069579234,34,30.7,97,9.2,3580,2.694,0.573
10/4/2021,1208000,0.074813472,33,29.5,90,11.3,3290,1.542,0.933
10/11/2021,6070000,0.073161447,35,29.7,29,9.2,1110,2.218,1.01
10/18/2021,3745870,0.064817381,35.13,29.7,83,10.1,643,2.1885,1.125
10/25/2021,340181,0.069327446,36.1,28.9,89,10.8,383,2.159,1.24
11/1/2021,525333,0.031222692,36.1,28.9,270,12.6,381,1.61,1.11
11/8/2021,1374000,0.042881715,35,26.8,21,16.5,987,1.374,0.716
11/15/2021,0,0.050277629,36,26.7,57,9.6,828,1.5185,0.7935
11/22/2021,0,0.034777765,36,27.4,83,11.9,540,1.663,0.871
11/29/2021,0,0.015418931,35,28.1,76,11.5,354,1.862,1.070666667
12/6/2021,2000,0.001355815,36,27.9,16,8,287,2.061,1.270333333
12/13/2021,0,-0.020390837,36,26.52857143,83.83333333,12.08666667,235,2.26,1.47
12/20/2021,1667,-0.022536611,36,26.20714286,110.4333333,12.17666667,195,1.56,0.86
12/27/2021,2000,-0.030159944,36,26.05357143,92.16666667,13.39666667,248,1.699,0.8595
1/3/2022,0,-0.025973212,36,25.9862069,101.516129,12.87419355,208,1.838,0.859
1/10/2022,0,-0.00048803,36,25.85517241,121.6129032,13.11290323,179,1.32,1.1
1/17/2022,0,-0.013212189,36,25.62413793,111.9677419,13.27419355,191,1.929,1.57
1/24/2022,0,-0.039448147,36,25.56551724,115.7,13.81666667,198,1.309,0.809
1/31/2022,0,-0.03388941,36,25.55862069,79.86666667,13.32,181,1.5995,0.8295
2/7/2022,0,-0.038608333,36.5,25.48275862,148.9666667,12.87333333,179,1.89,0.85
2/14/2022,0,-0.063125128,36,25.27586207,120.4666667,13.27333333,186,1.9325,1.235
2/21/2022,0,-0.05695865,36.8,25.43703704,118.7857143,12.45714286,157,1.975,1.62
2/28/2022,0,-0.060120993,35,25.67142857,134.8965517,12.28275862,124,2.0425,1.395
3/7/2022,0,-0.052721791,37.4,25.62857143,132.7241379,13.73448276,99.9,2.11,1.17
3/14/2022,0,-0.076861536,36,25.72142857,144.0689655,13.18965517,138,1.88,1.1
3/21/2022,0,-0.073484666,36,26.01785714,119.2068966,12.37931034,162,1.459,0.968
3/28/2022,0,-0.069411259,36,26.13928571,126.1724138,12.6137931,134,1.709333333,0.992
4/4/2022,0,-0.068479968,37.42,26.38148148,112.3928571,12.70714286,138,1.959666667,1.016
4/11/2022,0,-0.067859489,40.3,26.41538462,123.0714286,12.13928571,171,2.21,1.04
4/18/2022,0,-0.056618107,59.4,26.84,88.48148148,12.32222222,138,1.15,0.92
4/25/2022,0,-0.04057368,40,27.12,99.40740741,11.58888889,88.4,2.302,1.03
5/2/2022,0,-0.03827696,39,27.212,108.1851852,11.18148148,103,2.11,0.8
5/9/2022,6000,-0.0269145,37.1,27.94230769,119.5714286,11.35,131,1.75,0.741
5/16/2022,0,0.006830304,36.1,28.052,120.9259259,9.611111111,92.7,1.39,0.682
5/23/2022,333,0.000406377,36,28.272,92.77777778,10.38518519,325,1.575,0.863
5/30/2022,0,0.002905463,35.6,29.22307692,97.89285714,10.13571429,338,1.95,0.875333333
6/6/2022,1667,-0.009443044,36.45,29.05,116,10.63928571,277,2.325,0.887666667
6/13/2022,2333,-0.007112741,36.32,29.96086957,103.6,11.148,583,2.7,0.9
6/20/2022,333,0.016821634,36.03,30.408,107.1111111,8.818518519,576,2.45,1.14
6/27/2022,333,0.035054991,36.23,30.80384615,111.1428571,8.803571429,429,2.18,0.5
7/4/2022,0,0.02372259,35,30.764,116.4615385,9.473076923,658,1.238,0.172
7/11/2022,0,0.020864337,36.1,30.97307692,103.3703704,9.877777778,1360,2.066,0.99
7/18/2022,333,0.018034477,36.06,31.25185185,124.1428571,10.1,965,2.065,0.877
7/25/2022,0,0.02524865,36,31.37777778,135.75,9.846428571,1070,3.668,0.749
8/1/2022,0,0.032188447,35,31.64137931,133.5862069,9.337931034,877,5.271,0.621
8/8/2022,667,0.034541087,36.663,30.1,85,8.3,659,2.01,1.34
8/15/2022,0,0.046768545,36,31.9,133,10.5,520,1.395,0.142
8/22/2022,500,0.063605999,35.4,31.2,84,7.1,779,2.042,0.757
8/29/2022,0,0.06173021,35,33,108,7.5,1600,1.245,0.121
9/5/2022,0,0.070030092,35,31.9,178,8.7,2540,1.5925,0.4455
9/12/2022,0,0.064914456,30.8,30.8,53,11.4,3500,1.94,0.77
9/19/2022,0,0.06572509,32.9,31.1,35,10.8,8150,2.088,0.917
9/26/2022,0,0.052137674,35,30.1,58,7.9,9420,1.413,0.888
10/3/2022,0,0.041861936,34.5,30.01851852,79.59259259,11.61851852,50800,1.22,0.821
10/10/2022,0,0.04837798,34,29.7,89.55172414,12.38965517,31500,0.841,0.176
10/17/2022,2000,0.035690231,31.4,29.19285714,94.79310345,11.34137931,8130,1.507,1.16
10/24/2022,3645090,0.021173051,38.07,29.13571429,98.62068966,11.61724138,4830,1.685,1.705
10/31/2022,18400000,0.013759131,34.1,28.27857143,85.79310345,12.25517241,2760,1.863,2.25
11/7/2022,8315869,0.025560724,36,27.93214286,81.93103448,12.7137931,2330,1.491,0.913
11/14/2022,2552040,0.023303314,35,27.60714286,109.5666667,12.25333333,2540,1.692,2.16
11/21/2022,5476278,0.030299838,36,27.27142857,111.2333333,12.71666667,2430,1.482,0.752
11/28/2022,2056000,0.006551669,35.4,27.11071429,79.8,11.66666667,2360,1.4685,0.734
12/5/2022,456243,0.016671574,37.6,26.99285714,91.46666667,12.30666667,1650,1.455,0.716
12/12/2022,182000,0.01714538,36,26.52857143,83.83333333,12.08666667,1070,1.702,0.818
12/19/2022,500,0.016553363,37,26.20714286,110.4333333,12.17666667,1380,1.635,0.7055
12/26/2022,333,0.000577805,36,26.05357143,92.16666667,13.39666667,1250,1.568,0.593
1/2/2023,4667,-0.032817693,36,25.9862069,101.516129,12.87419355,1070,1.78,0.59
1/9/2023,1431811,-0.044449455,36,25.85517241,121.6129032,13.11290323,816,1.73,1.19
1/16/2023,635667,-0.043544265,36,25.62413793,111.9677419,13.27419355,730,1.651333333,1.051
1/23/2023,13000,-0.037715445,36,25.56551724,115.7,13.81666667,629,1.572666667,0.912
1/30/2023,1850051,-0.042402501,36,25.55862069,79.86666667,13.32,567,1.494,0.773
2/6/2023,2056320,-0.045348997,40,25.48275862,148.9666667,12.87333333,462,1.985,0.84
2/13/2023,2806876,-0.049444847,39,25.27586207,120.4666667,13.27333333,373,1.5,0.86
2/20/2023,2537502,-0.062638563,36.4,25.43703704,118.7857143,12.45714286,354,1.835,0.97
2/27/2023,55655327,-0.061903272,38,25.67142857,134.8965517,12.28275862,317,2.17,1.08
3/6/2023,12085102,-0.039825738,36.46,25.62857143,132.7241379,13.73448276,194,1.51,1.1
3/13/2023,1140222,-0.016386108,38,25.72142857,144.0689655,13.18965517,143,1.26,1.11
3/20/2023,8667,-0.01965771,36,26.01785714,119.2068966,12.37931034,120,1.655,1.19
3/27/2023,132000,-0.036111131,37,26.13928571,126.1724138,12.6137931,93.7,2.05,1.27
4/3/2023,4019058,-0.029298936,53.6,26.38148148,112.3928571,12.70714286,83.2,3.7,1.335
4/10/2023,146667,-0.006133996,38,26.41538462,123.0714286,12.13928571,78.8,5.35,1.4
4/17/2023,240128,-0.006234225,37.17,26.84,88.48148148,12.32222222,84.6,3.5,1.305
4/24/2023,50000,-0.019205233,38,27.12,99.40740741,11.58888889,114,1.65,1.21
5/1/2023,12000,-0.03054159,37.38,27.212,108.1851852,11.18148148,105,3.88,1.5
5/8/2023,184500,-0.04219747,39,27.94230769,119.5714286,11.35,103,5.53,1.3
5/15/2023,49000,-0.017967609,39.4,28.052,120.9259259,9.611111111,60,2.52,1.3
5/22/2023,26333,-0.017886612,37.57,28.272,92.77777778,10.38518519,93.7,3.904,1.9
5/29/2023,20667,-0.005512554,37.76,29.22307692,97.89285714,10.13571429,361,3.212666667,1.666666667
6/5/2023,1000,-0.006358351,79.78,29.05,116,10.63928571,1340,2.521333333,1.433333333
6/12/2023,333,-0.007352988,39,29.96086957,103.6,11.148,1620,1.83,1.2
6/19/2023,0,-0.009210428,37,30.408,107.1111111,8.818518519,817,1.316,0.1
6/26/2023,0,-0.003050867,37,30.80384615,111.1428571,8.803571429,864,2.13,1.7
7/3/2023,0,0.008097128,37,30.764,116.4615385,9.473076923,606,4.267,1.55
7/10/2023,0,0.024518343,38.55,30.97307692,103.3703704,9.877777778,549,6.404,1.4
7/17/2023,0,0.020989636,38,31.25185185,124.1428571,10.1,511,1.26,0.04
7/24/2023,0,0.028779419,38.14,31.37777778,135.75,9.846428571,835,2.25,0.57
7/31/2023,0,0.042492242,38.05,31.64137931,133.5862069,9.337931034,1130,3.24,1.1
8/7/2023,0,0.034770816,37.23,31.36333333,108.3,10.20666667,704,3.861,1.3
8/14/2023,0,0.030531784,36,31.5,133.0645161,9.483870968,480,2.7005,0.74
8/21/2023,0,0.03390321,36,31.6483871,110.2903226,9.470967742,497,1.54,0.18
8/28/2023,0,0.045152775,36,31.37741935,117.0967742,11.31935484,416,2.18,1.04
9/4/2023,0,0.049005167,36,31.10333333,97.9,11.90666667,4430,1.931,0.9795
9/11/2023,0,0.05269202,36,30.89642857,92.32142857,10.675,4800,1.682,0.919
9/18/2023,0,0.056007996,36,30.75714286,76.71428571,11.40714286,2770,1.433,0.8585
9/25/2023,0,0.064670851,36,30.46428571,101.5357143,11.68214286,4190,1.184,0.798
10/2/2023,0,0.079824067,36,30.01851852,79.59259259,11.61851852,4100,1.4085,0.838
10/9/2023,0,0.083723243,36,29.7,89.55172414,12.38965517,4150,1.633,0.878
10/16/2023,0,0.066633016,36,29.19285714,94.79310345,11.34137931,2960,1.5415,0.784
10/23/2023,0,0.045318583,36,29.13571429,98.62068966,11.61724138,1420,1.45,0.69
10/30/2023,0,0.056912894,36,28.27857143,85.79310345,12.25517241,742,1.783,0.87
11/6/2023,0,0.061148971,36,27.93214286,81.93103448,12.7137931,507,1.56,1.08
11/13/2023,0,0.043077952,36,27.60714286,109.5666667,12.25333333,344,0.82,2.27
11/20/2023,0,0.022788422,36,27.27142857,111.2333333,12.71666667,392,1.955,0.873
11/27/2023,0,-0.005114075,36,27.11071429,79.8,11.66666667,326,2.0675,0.8365
12/4/2023,0,-0.003980804,36,26.99285714,91.46666667,12.30666667,231,2.18,0.8
12/11/2023,0,-0.009012863,36,26.52857143,83.83333333,12.08666667,201,1.84,0.79
12/18/2023,0,0.005556535,36,26.20714286,110.4333333,12.17666667,460,2.208,0.97
12/25/2023,0,0.001243248,36,26.05357143,92.16666667,13.39666667,470,2.208,0.97
